index,sentence,label
1891,"Prime Minister Boris Johnson on Thursday pledged more military support to NATO allies amid the Russian buildup surrounding Ukraine, placing an additional 1,000 British troops “at readiness” to respond to a possible humanitarian crisis.",1
1892,"MANILA — The Philippines reopened to international tourists on Thursday for the first time in almost two years, as it looks to kick-start an economy hit hard by the pandemic and the measures taken to control it.",1
1893,"Emphasizing Britain’s “immovable” commitment to NATO, Prime Minister Boris Johnson on Thursday pledged more military support for the alliance and said he thought that Russia had not yet decided whether to invade Ukraine, but warned that the most perilous moment of the crisis was fast approaching.",1
1894,"But how much workers feel the effects of inflation depends on whether wages, which have also been growing fast, can keep pace with rising prices.",1
1895,"The most recent hotel addition, Hoshino Resorts’ KAI Poroto, which opened last month, is located on Hokkaido’s southwestern coast near the new Upopoy National Ainu Museum and Park.",1
1896,"For travelers hoping for a sportier trip, head northwest a couple of hours to Niseko and book a stay at Raku Suisan, an intimate ryokan at the foot of four of the town’s famed ski resorts.",1
1897,Some Puerto Ricans are worried they’ll have to leave the island as crypto investors snap up properties causing a spike in housing costs.,1
1898,This weekend the Dance on Camera festival returns to Lincoln Center for the 50th time.,1
1899,Elon Musk says it is “the holy grail of space technology” and sees it as crucial to his ultimate goal of colonizing Mars.,1
1901,"WASHINGTON — More than a year after the 2020 election, Donald J. Trump’s false claims of election fraud remain a destabilizing force for the Republican Party, dividing an activist base galvanized by a lie from elites in Washington who are hoping to hold the party together long enough to win back power in Congress in the upcoming midterm elections.",1
1902,"MOSCOW — Thousands of Russian troops on Thursday began 10 days of exercises in Belarus, and Ukraine warned of upcoming Russian naval drills so extensive they would block shipping lanes, as the Kremlin continued to tighten its military vise on Ukraine.",1
1903,"With each passing day, the risk of a deadly attack increases.",1
1904,"Now that Democratic states like Connecticut, Massachusetts and New Jersey are lifting their mandates, schools in liberal-leaning communities are being forced to decide: When should the masks come off?",1
1905,"WASHINGTON — President Biden, who came into office vowing to “reinvigorate our national science and technology strategy,” is now facing a leadership vacuum that may threaten his ambitious research agenda, which stretches well beyond fighting the coronavirus pandemic.",1
1906,"WASHINGTON — President Biden said on Thursday that he had thoroughly vetted four potential Supreme Court nominees so far, all of whom he believes could draw the support of Republican senators during the nomination process.",1
1907,"Even as mask mandates begin to lift across the country, many people still need high-quality masks for air travel, shopping and visiting the doctor.",1
1908,"After taking home silver in the men’s halfpipe at the last two Winter Olympics, Ayumu Hirano of Japan is a favorite heading into the finals and a snowboarder to watch in the race for gold.",1
1909,"WASHINGTON — President Biden on Thursday warned Americans to leave Ukraine, saying that U.S. troops would not be dispatched to retrieve them should Russia invade.",1
1910,"FRIDAY PUZZLE — Before we talk about Trenton Charlson’s very entertaining puzzle, I just wanted to mention that applications are now being accepted for the first New York Times Diverse Crossword Constructor Fellowship.",1
1911,"ACROSTIC — Let this puzzle serve as a reminder that it’s not too late to order your chocolates and flowers for Presidents’ Day, which falls on Feb. 21 this year, a day before George Washington’s actual birthday.",1
1912,"On an outdoor stage in South Texas between screens with polished computer animations and a real gigantic shiny rocket behind him, Elon Musk provided his latest update on his dreams to send people to settle Mars on Thursday evening.",1
1913,The U.S. broadcast coverage of the 2022 Winter Games continues on Friday.,1
1914,"We’ll look at why 3,000 New York City workers could be fired today and how a Long Island Republican used a mask rebellion to revive his career.",1
